country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,deforested_2000-2010_ha,percent_deforested_2000-2010,vulnerable_2000-2010,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,abg_biomass_stock_2000_Mg,avg_biomass_per_ha_Mg,abg_biomass_loss_Mg_2001,abg_biomass_loss_Mg_2002,abg_biomass_loss_Mg_2003,abg_biomass_loss_Mg_2004,abg_biomass_loss_Mg_2005,abg_biomass_loss_Mg_2006,abg_biomass_loss_Mg_2007,abg_biomass_loss_Mg_2008,abg_biomass_loss_Mg_2009,abg_biomass_loss_Mg_2010,abg_biomass_loss_Mg_2011,abg_biomass_loss_Mg_2012,abg_biomass_loss_Mg_2013,abg_biomass_loss_Mg_2014,abg_biomass_loss_Mg_2015,abg_biomass_loss_Mg_2016,abg_biomass_loss_Mg_2017,abg_biomass_loss_Mg_2018,abg_biomass_loss_Mg_2019,abg_biomass_loss_Mg_2020,abg_co2_stock_2000__Mg,whrc_aboveground_co2_emissions_Mg_2001,whrc_aboveground_co2_emissions_Mg_2002,whrc_aboveground_co2_emissions_Mg_2003,whrc_aboveground_co2_emissions_Mg_2004,whrc_aboveground_co2_emissions_Mg_2005,whrc_aboveground_co2_emissions_Mg_2006,whrc_aboveground_co2_emissions_Mg_2007,whrc_aboveground_co2_emissions_Mg_2008,whrc_aboveground_co2_emissions_Mg_2009,whrc_aboveground_co2_emissions_Mg_2010,whrc_aboveground_co2_emissions_Mg_2011,whrc_aboveground_co2_emissions_Mg_2012,whrc_aboveground_co2_emissions_Mg_2013,whrc_aboveground_co2_emissions_Mg_2014,whrc_aboveground_co2_emissions_Mg_2015,whrc_aboveground_co2_emissions_Mg_2016,whrc_aboveground_co2_emissions_Mg_2017,whrc_aboveground_co2_emissions_Mg_2018,whrc_aboveground_co2_emissions_Mg_2019,whrc_aboveground_co2_emissions_Mg_2020,location
Indonesia,Jawa Tengah,Temanggung,50,87285,45154,45388,-234,-0.2680873002234061,0,549,48,31,19,52,18,48,150,33,36,8,37,54,39,40,22,25,35,34,25,58,9732353,216,13596,7551,4865,13660,4484,11654,35316,7653,8357,1774,9371,13193,9297,9407,4607,5524,8265,6938,5013,11716,17842647,24926,13843,8919,25044,8221,21366,64746,14031,15321,3253,17181,24187,17044,17246,8447,10127,15153,12720,9191,21479,985
Indonesia,Jawa Tengah,Temanggung,75,87285,36656,35532,1124,1.2877355788508908,1,549,42,27,18,49,18,46,147,32,35,7,35,53,37,35,17,18,30,27,22,53,8301048,226,12414,6753,4712,13051,4347,11300,34773,7496,8141,1712,9047,12976,8979,8506,3748,4477,7387,5686,4422,10898,15218587,22759,12380,8638,23928,7969,20717,63750,13742,14925,3139,16586,23789,16462,15595,6872,8208,13543,10424,8108,19980,986
Indonesia,Jawa Tengah,Waduk Kedungombo,10,2973,68,103,-35,-1.1772620248906829,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9277,137,0,13,33,42,92,57,373,32,40,103,0,70,0,0,0,0,0,0,0,0,17008,0,24,60,77,169,105,683,58,72,189,0,128,0,0,0,0,0,0,0,0,987
Indonesia,Jawa Tengah,Waduk Kedungombo,15,2973,52,82,-30,-1.0090817356205852,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,146,0,13,33,42,92,57,362,32,29,103,0,70,0,0,0,0,0,0,0,0,13811,0,24,60,77,169,105,663,58,54,189,0,128,0,0,0,0,0,0,0,0,988
Indonesia,Jawa Tengah,Waduk Kedungombo,20,2973,47,74,-27,-0.9081735620585267,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7001,149,0,13,33,42,92,57,362,32,29,103,0,70,0,0,0,0,0,0,0,0,12834,0,24,60,77,169,105,663,58,54,189,0,128,0,0,0,0,0,0,0,0,989
Indonesia,Jawa Tengah,Waduk Kedungombo,25,2973,41,62,-21,-0.7063572149344097,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,154,0,13,33,42,82,57,362,32,29,103,0,70,0,0,0,0,0,0,0,0,11467,0,24,60,77,150,105,663,58,54,189,0,128,0,0,0,0,0,0,0,0,990
Indonesia,Jawa Tengah,Waduk Kedungombo,30,2973,35,51,-16,-0.5381769256643122,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5620,159,0,13,33,42,82,57,362,32,29,103,0,70,0,0,0,0,0,0,0,0,10304,0,24,60,77,150,105,663,58,54,189,0,128,0,0,0,0,0,0,0,0,991
Indonesia,Jawa Tengah,Waduk Kedungombo,50,2973,18,17,1,0.03363605785401951,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3154,179,0,0,33,15,69,57,337,32,29,103,0,70,0,0,0,0,0,0,0,0,5783,0,0,60,28,127,105,618,58,54,189,0,128,0,0,0,0,0,0,0,0,992
Indonesia,Jawa Tengah,Waduk Kedungombo,75,2973,5,5,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,204,0,0,0,15,39,15,239,32,0,86,0,15,0,0,0,0,0,0,0,0,1998,0,0,0,28,72,28,438,58,0,157,0,27,0,0,0,0,0,0,0,0,993
Indonesia,Jawa Tengah,Wonogiri,10,192272,105758,97873,7885,4.100961138387285,1,782,50,45,37,68,66,69,23,53,55,18,51,43,51,157,28,57,53,60,37,32,16160780,153,13173,11667,9575,17176,17258,15919,5071,12916,13418,4160,11982,9497,9565,29630,4355,12311,8668,9508,6274,7097,29628096,24150,21390,17554,31490,31639,29185,9298,23679,24600,7627,21967,17411,17536,54322,7984,22570,15891,17431,11503,13012,994
Indonesia,Jawa Tengah,Wonogiri,15,192272,97175,85806,11369,5.912977448614463,1,782,50,45,37,67,66,69,23,53,55,18,51,43,50,154,27,56,52,58,36,31,15285272,157,13147,11647,9557,17135,17250,15892,5071,12907,13401,4152,11965,9468,9505,29300,4303,12204,8563,9326,6171,7010,28022999,24102,21354,17520,31414,31624,29135,9298,23664,24569,7612,21936,17358,17427,53717,7888,22375,15698,17098,11314,12852,995
Indonesia,Jawa Tengah,Wonogiri,20,192272,91656,83761,7895,4.106162103686444,1,782,50,45,36,67,65,69,23,53,55,17,51,43,50,148,26,55,51,57,35,31,14674299,160,13147,11647,9547,17135,17230,15892,5053,12907,13401,4136,11955,9453,9433,28610,4170,12110,8446,9184,6089,6970,26902881,24102,21354,17504,31414,31588,29135,9264,23664,24569,7583,21918,17330,17293,52451,7646,22201,15484,16838,11163,12779,996
Indonesia,Jawa Tengah,Wonogiri,25,192272,81437,78512,2925,1.5212823500041608,1,782,49,45,36,67,65,69,23,53,55,17,51,42,49,145,25,54,48,53,33,31,13531273,166,13121,11639,9547,17087,17166,15861,5035,12882,13376,4119,11955,9406,9325,28197,4079,12043,8200,8764,5893,6918,24807334,24055,21338,17504,31325,31471,29079,9232,23617,24522,7551,21918,17244,17096,51694,7479,22079,15033,16068,10803,12683,997
Indonesia,Jawa Tengah,Wonogiri,30,192272,71977,72730,-753,-0.39163268702671217,0,782,49,45,36,67,65,68,23,52,54,17,51,42,48,142,24,53,45,48,30,30,12425257,173,13121,11639,9538,17079,17166,15841,5035,12864,13352,4119,11936,9387,9276,27821,3963,11899,7791,8196,5550,6856,22779638,24055,21338,17486,31312,31471,29042,9232,23583,24479,7551,21883,17210,17007,51006,7265,21815,14284,15027,10175,12569,998
Indonesia,Jawa Tengah,Wonogiri,50,192272,48783,44533,4250,2.2104102521427977,1,782,48,43,35,64,64,67,21,51,52,17,48,40,44,123,19,47,37,35,23,26,9290741,190,12878,11405,9399,16710,17061,15612,4822,12634,13025,4047,11566,9056,8612,25106,3229,11087,6778,6515,4532,6287,17033026,23610,20909,17232,30635,31278,28622,8840,23163,23879,7419,21205,16602,15789,46027,5919,20326,12426,11944,8308,11527,999
Indonesia,Jawa Tengah,Wonogiri,75,192272,21126,15155,5971,3.1054963801281517,1,782,41,38,32,56,56,58,16,45,43,14,36,32,28,68,6,35,18,14,10,18,4779352,226,11711,10400,8787,15155,15517,14106,3861,11662,11522,3540,9347,7669,6139,15573,1188,9122,3645,3196,2543,4991,8762145,21471,19066,16110,27785,28448,25861,7079,21380,21124,6490,17135,14059,11256,28551,2178,16723,6683,5859,4662,9151,1000
Indonesia,Jawa Timur,Banyuwangi,10,360054,240868,269949,-29081,-8.076844028951214,0,3260,618,854,285,584,770,1041,1102,537,845,315,657,1929,1196,1532,556,698,784,965,1167,547,53901919,224,164366,212426,74259,137269,190086,236573,300836,137047,199478,79402,135517,412130,203910,291840,114917,149263,152785,200528,222325,126738,98820185,301338,389447,136141,251660,348491,433716,551533,251252,365710,145570,248447,755572,373836,535040,210682,273648,280106,367635,407596,232352,1015
Indonesia,Jawa Timur,Banyuwangi,15,360054,235876,259857,-23981,-6.660389830414326,0,3260,616,852,284,581,768,1038,1101,536,843,315,646,1903,1155,1512,551,692,779,956,1142,543,53273751,226,164176,212096,74112,136910,189884,236140,300716,136982,199234,79383,134055,408660,198510,289023,114318,148538,152159,199314,219034,126191,97668543,300989,388843,135871,251002,348120,432924,551312,251133,365262,145536,245768,749210,363935,529876,209583,272319,278957,365409,401562,231351,1016
Indonesia,Jawa Timur,Banyuwangi,20,360054,232883,258151,-25268,-7.01783621345687,0,3260,616,850,283,577,768,1034,1100,536,841,315,632,1868,1089,1492,545,687,768,948,1117,540,52878128,227,164108,211795,73957,136283,189796,235629,300614,136927,198880,79360,132264,404155,189882,286365,113537,147817,150837,198145,215689,125865,96943234,300865,388290,135588,249852,347959,431987,551126,251034,364613,145494,242484,740952,348118,525002,208152,270998,276535,363265,395429,230752,1017
Indonesia,Jawa Timur,Banyuwangi,25,360054,230198,254574,-24376,-6.770095596771595,0,3260,616,848,283,575,767,1032,1100,536,840,315,624,1850,1062,1482,543,684,762,943,1105,539,52527658,228,164066,211526,73902,136094,189745,235339,300591,136879,198750,79360,131264,401772,186410,284986,113174,147487,150043,197524,213998,125632,96300706,300788,387797,135487,249506,347866,431454,551083,250945,364375,145494,240650,736582,341752,522474,207486,270393,275078,362127,392329,230325,1018
Indonesia,Jawa Timur,Banyuwangi,30,360054,225913,247253,-21340,-5.926888744466108,0,3260,614,847,282,574,767,1030,1099,535,839,315,613,1828,1023,1453,533,671,751,924,1079,534,51950408,230,163872,211319,73734,135859,189667,235092,300471,136824,198568,79360,129887,398687,181086,281071,111877,145663,148622,194932,210374,124935,95242416,300433,387418,135179,249074,347722,431002,550864,250844,364041,145494,238126,730926,331991,515297,205108,267049,272473,357375,385685,229047,1019
Indonesia,Jawa Timur,Banyuwangi,50,360054,208164,218105,-9941,-2.760974742677487,0,3260,605,827,275,547,760,1000,1090,532,826,314,522,1649,763,1345,507,637,708,876,966,513,49269825,237,162448,208199,72737,131849,188614,230553,299006,136329,196584,79109,117018,372341,143929,264922,107967,140665,142441,187473,193454,121850,90328012,297821,381699,133350,241723,345793,422680,548179,249937,360405,145033,214533,682625,263870,485691,197939,257886,261142,343700,354666,223392,1020
Indonesia,Jawa Timur,Banyuwangi,75,360054,167639,163306,4333,1.203430596521633,1,3260,554,737,242,457,716,871,1022,499,751,296,421,1332,430,996,387,501,522,715,695,431,42116540,251,153131,192152,66733,116426,180515,208035,285868,130633,183294,75942,100815,319111,89714,206911,87807,117453,110474,160118,148318,107745,77213657,280740,352279,122343,213448,330945,381397,524092,239494,336039,139227,184828,585036,164476,379337,160979,215330,202535,293550,271915,197532,1021
Indonesia,Jawa Timur,Batu,10,19632,14823,14920,-97,-0.4940912795436023,0,277,99,13,71,6,2,1,6,2,1,2,28,12,4,7,3,4,6,3,71,16,3746590,253,32923,3967,23257,1818,440,170,2002,539,367,543,8864,3901,1202,2126,512,617,1024,513,19622,3602,6868749,60359,7274,42638,3332,806,312,3671,988,672,996,16250,7152,2204,3897,940,1131,1878,941,35974,6604,1022
Indonesia,Jawa Timur,Batu,15,19632,14350,14336,14,0.07131214343928281,1,277,99,13,71,6,2,1,6,2,1,2,28,12,4,7,3,3,5,3,71,16,3691974,257,32923,3967,23257,1818,440,160,2002,539,367,543,8854,3901,1202,2099,471,572,988,513,19570,3562,6768620,60359,7274,42638,3332,806,294,3671,988,672,996,16232,7152,2204,3848,864,1049,1812,941,35878,6530,1023
Indonesia,Jawa Timur,Batu,20,19632,14138,14250,-112,-0.5704971475142625,0,277,99,13,71,6,2,1,6,2,1,2,28,12,4,7,3,3,5,3,70,16,3663757,259,32923,3957,23257,1818,440,160,2002,539,367,543,8854,3901,1202,2099,471,539,972,498,19497,3522,6716887,60359,7255,42638,3332,806,294,3671,988,672,996,16232,7152,2204,3848,864,988,1781,913,35745,6457,1024
Indonesia,Jawa Timur,Batu,25,19632,13806,14019,-213,-1.0849633251833741,0,277,99,13,71,6,2,1,6,2,1,2,28,12,4,7,3,2,5,3,70,15,3621448,262,32923,3957,23257,1818,440,160,2002,539,367,543,8854,3901,1202,2090,433,460,915,454,19443,3391,6639322,60359,7255,42638,3332,806,294,3671,988,672,996,16232,7152,2204,3832,793,844,1677,833,35645,6217,1025
Indonesia,Jawa Timur,Batu,30,19632,13278,13670,-392,-1.9967400162999183,0,277,99,13,71,6,2,1,6,2,1,2,28,12,4,7,2,2,4,2,69,14,3552180,268,32923,3957,23257,1818,440,160,2002,539,367,543,8854,3901,1192,2059,394,418,803,422,19318,3362,6512329,60359,7255,42638,3332,806,294,3671,988,672,996,16232,7152,2185,3775,723,766,1472,774,35416,6163,1026
Indonesia,Jawa Timur,Batu,50,19632,11847,11823,24,0.12224938875305623,1,277,99,13,71,6,2,1,6,2,1,2,28,12,3,6,1,2,3,2,66,13,3346756,282,32923,3931,23234,1818,440,160,2002,539,357,543,8854,3871,1172,2000,217,338,702,349,18973,3132,6135719,60359,7207,42595,3332,806,294,3671,988,655,996,16232,7098,2148,3667,397,619,1286,640,34784,5742,1027
Indonesia,Jawa Timur,Batu,75,19632,9699,9548,151,0.7691524042379788,1,277,99,11,71,6,1,1,6,2,1,2,27,11,3,5,0,1,2,1,61,11,2972966,307,32823,3532,23159,1774,405,144,1957,524,314,543,8777,3758,1140,1864,60,235,431,184,18000,2850,5450438,60175,6476,42459,3252,743,264,3588,961,576,996,16091,6889,2091,3418,110,431,791,338,33000,5226,1028
Indonesia,Jawa Timur,Blitar,10,175404,107815,100049,7766,4.4274931016396435,1,792,148,173,75,155,68,251,90,111,127,45,158,200,102,242,131,144,247,274,349,174,19246887,179,39186,44869,22071,34927,15269,55960,20592,24606,28055,9504,34622,42237,17151,40132,23099,28065,40395,44443,64905,36857,35285960,71841,82261,40464,64033,27993,102594,37752,45112,51433,17425,63474,77435,31443,73576,42349,51452,74057,81478,118993,67572,1029
Indonesia,Jawa Timur,Blitar,15,175404,102263,90405,11858,6.7603931495290865,1,792,148,172,75,155,68,250,90,110,127,45,158,198,98,235,129,141,235,265,342,171,18689594,183,39178,44834,22071,34910,15254,55876,20576,24570,28038,9504,34566,42029,16640,39348,22832,27642,39119,43458,64212,36473,34264256,71827,82196,40464,64001,27965,102439,37722,45046,51402,17425,63371,77053,30507,72138,41859,50677,71718,79673,117721,66866,1030
Indonesia,Jawa Timur,Blitar,20,175404,99700,89200,10500,5.986180474789628,1,792,147,172,75,155,68,250,90,110,127,45,157,197,94,227,127,138,230,259,336,170,18414412,185,39150,44828,22062,34841,15215,55838,20576,24548,28028,9474,34520,41919,16233,38546,22649,27320,38544,42743,63483,36359,33759756,71776,82185,40447,63875,27895,102370,37722,45004,51384,17369,63287,76852,29760,70668,41522,50087,70664,78363,116385,66658,1031
Indonesia,Jawa Timur,Blitar,25,175404,95429,86425,9004,5.133292285238649,1,792,147,172,75,154,67,249,90,110,127,45,157,194,87,218,124,136,220,249,329,168,17952390,188,39137,44813,22062,34791,15190,55796,20549,24509,27998,9474,34471,41642,15525,37574,22312,27083,37424,41703,62636,36194,32912715,71751,82158,40447,63784,27849,102293,37673,44934,51330,17369,63197,76344,28462,68885,40906,49652,68611,76455,114833,66356,1032
Indonesia,Jawa Timur,Blitar,30,175404,89391,80719,8672,4.944014959750063,1,792,147,172,75,154,67,249,90,110,127,45,157,193,85,211,120,133,208,237,320,166,17278538,193,39083,44806,22062,34747,15190,55742,20520,24495,27976,9474,34436,41437,15281,36727,21827,26808,36138,40300,61651,35862,31677320,71652,82144,40447,63704,27849,102194,37620,44908,51289,17369,63132,75969,28015,67333,40016,49149,66252,73884,113027,65748,1033
Indonesia,Jawa Timur,Blitar,50,175404,72051,59071,12980,7.4000592916923225,1,792,144,168,74,147,65,243,87,107,123,44,152,181,68,168,102,118,164,179,268,153,15011693,208,38751,44324,21967,33900,14891,54986,20169,24078,27434,9341,33787,39923,13030,31261,19461,24800,30395,32700,54716,34119,27521437,71043,81260,40272,62151,27300,100808,36977,44142,50295,17126,61942,73192,23888,57311,35679,45466,55725,59949,100312,62551,1034
Indonesia,Jawa Timur,Blitar,75,175404,43725,30852,12873,7.339057262092084,1,792,130,147,69,119,53,213,67,81,101,37,121,136,38,88,57,85,89,84,158,113,10277853,235,36278,40366,21096,28881,12848,49752,16732,19720,23765,8166,28425,32098,8092,18475,12043,19229,18547,17750,36799,27419,18842731,66510,74004,38676,52949,23554,91212,30675,36153,43570,14972,52113,58845,14836,33870,22079,35253,34003,32541,67465,50267,1035
Indonesia,Jawa Timur,Bojonegoro,10,231394,66059,57554,8505,3.675549063502079,1,161,41,72,12,213,114,91,107,144,91,32,733,100,50,432,123,117,302,383,486,534,8908165,135,8218,14341,2501,41036,21590,17287,21048,26412,17760,5764,139573,17745,7326,66500,18569,17665,46390,58745,74209,81904,16331637,15067,26293,4585,75232,39582,31693,38588,48422,32561,10568,255884,32532,13432,121917,34042,32385,85049,107698,136049,150157,1036
Indonesia,Jawa Timur,Bojonegoro,15,231394,58241,47148,11093,4.793987743848155,1,161,41,72,12,212,112,90,106,143,90,32,726,99,49,419,118,114,294,368,472,517,8142129,140,8203,14327,2501,40877,21391,17219,20986,26255,17710,5748,138611,17629,7228,65066,17964,17330,45504,57098,72776,80073,14927236,15039,26266,4585,74941,39216,31569,38475,48135,32468,10538,254120,32319,13252,119287,32934,31772,83425,104679,133422,146801,1037
Indonesia,Jawa Timur,Bojonegoro,20,231394,54615,45398,9217,3.9832493495941987,1,161,41,71,12,210,111,90,106,142,90,32,722,98,47,409,115,111,285,357,462,503,7754694,142,8184,14299,2501,40650,21315,17199,20949,26133,17659,5748,138049,17556,7054,63849,17572,16975,44428,55856,71587,78385,14216938,15005,26215,4585,74526,39077,31532,38406,47910,32374,10538,253089,32186,12932,117057,32215,31120,81452,102402,131243,143705,1038
Indonesia,Jawa Timur,Bojonegoro,25,231394,47342,40995,6347,2.742940612116131,1,161,41,71,12,209,111,90,105,141,90,32,718,95,44,382,106,103,264,329,434,466,6956869,147,8184,14280,2492,40463,21264,17173,20855,26067,17615,5748,137603,17249,6604,60648,16511,16019,41855,52582,68245,73940,12754260,15005,26181,4569,74183,38984,31484,38235,47790,32295,10538,252273,31624,12107,111188,30270,29369,76734,96400,125115,135557,1039
Indonesia,Jawa Timur,Bojonegoro,30,231394,39980,37983,1997,0.8630301563566903,1,161,41,71,12,208,110,90,105,140,90,32,713,93,40,363,99,98,246,309,408,439,6133363,153,8184,14237,2482,40335,21056,17162,20841,25954,17604,5739,136943,16915,6160,58283,15580,15353,39624,50128,64957,70546,11244499,15005,26102,4551,73947,38603,31464,38209,47582,32275,10522,251063,31012,11294,106852,28563,28148,72644,91902,119087,129335,1040
Indonesia,Jawa Timur,Bojonegoro,50,231394,22863,21742,1121,0.4844550852658237,1,161,39,68,12,190,99,84,100,131,86,29,661,82,26,240,63,64,161,200,259,288,3846583,168,8025,13839,2415,37740,19517,16315,20127,24625,17014,5381,129207,15363,4149,40986,10459,10580,27380,34739,44004,49061,7052069,14713,25372,4427,69191,35781,29910,36900,45145,31193,9866,236880,28165,7606,75141,19175,19397,50196,63689,80674,89946,1041
Indonesia,Jawa Timur,Bojonegoro,75,231394,7608,3933,3675,1.588200212624355,1,161,36,53,10,129,67,50,77,85,63,20,449,54,6,87,23,22,50,74,73,74,1446496,190,7551,11436,2113,27487,14184,10632,16283,17152,13345,3879,93948,10868,1048,16260,4073,3871,9191,14075,13721,13934,2651909,13843,20967,3874,50394,26004,19491,29851,31444,24466,7111,172238,19924,1922,29811,7467,7096,16850,25805,25155,25546,1042
Indonesia,Jawa Timur,Bondowoso,10,155545,89083,103141,-14058,-9.037899000289306,0,881,479,259,328,181,240,280,399,184,413,104,164,1172,34,124,24,74,110,66,142,483,19500672,219,134059,71769,92899,51990,64132,76784,117786,48576,112387,27772,43063,299709,7637,29315,4818,18691,21568,13944,36117,140052,35751232,245775,131577,170316,95315,117575,140771,215941,89056,206043,50916,78949,549467,14001,53744,8833,34268,39541,25563,66214,256763,1043
Indonesia,Jawa Timur,Bondowoso,15,155545,86233,97173,-10940,-7.033334404834614,0,881,479,259,328,181,239,279,399,184,413,104,164,1171,34,122,23,74,107,65,142,481,19179165,222,134045,71769,92899,51990,64083,76709,117786,48576,112387,27772,43063,299646,7572,29137,4733,18662,21276,13848,36038,139898,35161802,245749,131577,170316,95315,117485,140633,215941,89056,206043,50916,78949,549351,13882,53417,8678,34213,39006,25387,66070,256480,1044
Indonesia,Jawa Timur,Bondowoso,20,155545,84619,96386,-11767,-7.565013340190942,0,881,479,259,328,181,239,279,399,184,413,104,164,1170,33,122,22,73,105,64,141,480,18985784,224,134035,71769,92880,51990,64083,76653,117774,48576,112368,27772,43063,299541,7525,29049,4567,18641,20958,13738,35911,139785,34807271,245731,131577,170280,95315,117485,140530,215919,89056,206008,50916,78949,549158,13796,53257,8374,34176,38423,25187,65837,256272,1045
Indonesia,Jawa Timur,Bondowoso,25,155545,82120,94310,-12190,-7.836960365167636,0,881,479,259,328,181,239,279,399,184,413,104,164,1170,33,121,21,73,103,63,140,479,18681252,227,134026,71748,92880,51990,64083,76621,117764,48557,112368,27772,43063,299490,7471,28926,4500,18610,20749,13598,35827,139640,34248963,245714,131539,170280,95315,117485,140473,215901,89021,206008,50916,78949,549065,13696,53031,8251,34118,38041,24929,65683,256006,1046
Indonesia,Jawa Timur,Bondowoso,30,155545,79297,89734,-10437,-6.709955318396606,0,881,479,259,328,181,239,278,399,184,413,104,164,1170,32,119,21,72,101,63,139,477,18341405,231,133995,71748,92880,51990,64083,76612,117764,48557,112368,27772,43063,299448,7393,28773,4455,18514,20453,13527,35631,139325,33625908,245658,131539,170280,95315,117485,140455,215901,89021,206008,50916,78949,548989,13553,52750,8167,33942,37497,24799,65323,255430,1047
Indonesia,Jawa Timur,Bondowoso,50,155545,69005,70208,-1203,-0.773409624224501,0,881,478,258,327,181,238,277,398,183,413,103,163,1165,29,116,18,69,89,59,133,472,16884475,245,133917,71716,92778,51946,63908,76423,117708,48544,112327,27679,42956,298808,6913,28230,4066,18006,18776,12995,34930,138696,30954870,245515,131479,170093,95235,117164,140109,215799,88998,205932,50745,78753,547815,12675,51755,7455,33011,34423,23824,64038,254276,1048
Indonesia,Jawa Timur,Bondowoso,75,155545,52450,45844,6606,4.247002475167958,1,881,473,256,322,179,234,273,394,181,409,100,160,1140,21,91,13,62,59,45,121,457,13955001,266,133107,71358,91956,51551,63263,75738,117047,48130,111584,27102,42379,294785,5574,24196,3298,16804,13611,10733,32936,136091,25584169,244030,130823,168587,94511,115983,138853,214586,88239,204571,49687,77696,540439,10220,44359,6046,30807,24953,19678,60383,249501,1049
Indonesia,Jawa Timur,Gresik,10,123037,27470,24918,2552,2.0741728098051806,1,383,46,41,10,59,98,174,34,23,5,10,121,127,26,270,37,8,54,20,26,16,4551535,166,11946,9010,1517,14657,25131,43635,8164,4635,551,2313,29386,33678,5541,57194,7813,1082,8779,4638,4279,2344,8344480,21902,16518,2782,26871,46074,79998,14967,8497,1010,4240,53875,61742,10158,104855,14324,1984,16094,8502,7845,4297,1050
Indonesia,Jawa Timur,Gresik,15,123037,22034,20433,1601,1.3012345879694727,1,383,46,40,10,58,98,173,34,23,5,9,120,127,24,264,36,8,51,20,25,15,4154732,189,11927,8948,1512,14620,25114,43562,8140,4592,532,2247,29283,33653,5386,56439,7727,1034,8485,4577,4208,2288,7617008,21866,16404,2771,26803,46041,79863,14923,8418,975,4119,53686,61698,9875,103471,14166,1896,15556,8391,7714,4195,1051
Indonesia,Jawa Timur,Gresik,20,123037,20813,19791,1022,0.8306444402903191,1,383,46,40,10,58,98,173,34,23,5,9,120,126,24,256,35,8,49,19,24,15,4054438,195,11912,8932,1498,14614,25096,43531,8130,4574,515,2230,29206,33623,5326,55479,7663,1034,8323,4545,4122,2266,7433137,21838,16376,2747,26793,46010,79806,14905,8385,944,4088,53544,61642,9764,101711,14049,1896,15260,8333,7558,4155,1052
Indonesia,Jawa Timur,Gresik,25,123037,18889,18338,551,0.44783276575339126,1,383,46,40,10,58,98,172,34,23,5,9,119,126,23,250,35,7,47,19,23,14,3896167,206,11896,8924,1498,14591,25083,43509,8123,4552,497,2214,29166,33601,5214,54775,7586,976,8138,4522,4031,2228,7142974,21810,16361,2747,26750,45985,79767,14891,8345,911,4060,53472,61602,9559,100421,13908,1790,14920,8290,7391,4086,1053
Indonesia,Jawa Timur,Gresik,30,123037,17660,17255,405,0.3291692742833457,1,383,46,40,10,58,97,172,34,22,5,9,119,126,22,242,33,7,46,19,22,13,3777329,214,11891,8914,1498,14591,25034,43474,8123,4514,488,2207,29139,33563,5161,53739,7447,949,7974,4502,3970,2155,6925103,21800,16342,2747,26750,45895,79703,14891,8276,894,4046,53421,61532,9462,98522,13653,1740,14619,8254,7278,3951,1054
Indonesia,Jawa Timur,Gresik,50,123037,14474,12587,1887,1.533684989068329,1,383,44,38,9,56,95,168,32,20,3,8,114,123,19,204,29,4,35,18,17,10,3431634,237,11741,8617,1428,14354,24672,42971,7949,4205,341,2080,28537,33231,4774,48394,6746,654,6659,4325,3251,1783,6291329,21525,15798,2617,26316,45232,78780,14573,7708,625,3814,52319,60923,8753,88723,12367,1198,12207,7930,5961,3269,1055
Indonesia,Jawa Timur,Gresik,75,123037,10752,9250,1502,1.2207709875890993,1,383,40,28,7,50,85,153,29,12,2,7,99,113,15,141,19,2,20,14,10,4,2864146,266,11123,7120,1281,13441,23083,40575,7484,2923,213,1912,26101,31451,4045,37044,5069,289,4304,3812,2281,868,5250934,20392,13054,2349,24641,42318,74387,13720,5359,390,3505,47851,57661,7415,67913,9293,530,7891,6988,4182,1592,1056
Indonesia,Jawa Timur,Jombang,10,112048,46120,47047,-927,-0.8273240039982863,0,216,43,23,46,38,9,21,19,27,13,8,53,42,10,19,25,16,59,43,49,39,6845954,148,11649,5821,12527,7440,2281,3487,3911,5583,2485,1408,9246,7259,1621,3378,3695,2627,10264,7076,8954,7025,12550915,21357,10671,22966,13641,4183,6393,7171,10236,4557,2581,16951,13307,2971,6194,6774,4816,18817,12972,16415,12880,1064
